55 408 341
194 273 11 0
195 271 11 0
195 270 11 0
200 269 11 0
198 268 11 0
186 259 10 0
186 258 10 0
187 257 10 0
185 257 10 0
189 256 10 0
191 241 9 0
185 240 9 0
184 236 9 0
192 235 9 0
188 234 9 0
291 222 8 0
292 221 8 0
286 216 8 0
285 216 8 0
293 215 8 0
272 186 7 0
273 185 7 0
277 183 7 0
276 183 7 0
275 183 7 0
151 187 6 0
152 183 6 0
149 183 6 0
154 182 6 0
154 178 6 0
247 165 5 1
245 163 5 1
248 160 5 1
249 159 5 1
244 156 5 1
183 161 4 1
181 160 4 1
180 160 4 1
184 152 4 1
183 152 4 1
216 151 3 1
214 149 3 1
214 147 3 1
217 146 3 1
217 145 3 1
239 114 2 0
238 114 2 0
237 114 2 0
238 107 2 0
236 107 2 0
65 93 1 0
61 93 1 0
64 92 1 0
67 91 1 0
66 91 1 0
