55 408 341
257 320 11 0
249 317 11 0
253 316 11 0
251 315 11 0
254 314 11 0
257 226 10 0
262 224 10 0
260 222 10 0
262 220 10 0
260 220 10 0
203 190 9 1
206 189 9 1
201 189 9 1
208 188 9 1
205 188 9 1
248 180 8 1
247 180 8 1
247 179 8 1
246 178 8 1
249 174 8 1
272 150 7 1
274 149 7 1
272 149 7 1
267 148 7 1
268 145 7 1
201 141 6 0
206 139 6 0
201 136 6 0
201 134 6 0
201 133 6 0
315 125 5 0
311 125 5 0
311 122 5 0
313 121 5 0
315 119 5 0
265 97 4 0
269 94 4 0
267 94 4 0
261 92 4 0
265 89 4 0
390 96 3 0
390 95 3 0
387 94 3 0
387 93 3 0
384 92 3 0
256 63 2 0
251 63 2 0
256 58 2 0
255 57 2 0
250 57 2 0
28 9 1 0
30 6 1 0
33 5 1 0
31 2 1 0
28 0 1 0
