45 408 341
265 209 9 0
267 206 9 0
266 206 9 0
271 204 9 0
267 202 9 0
223 191 8 1
218 191 8 1
219 189 8 1
225 188 8 1
221 186 8 1
240 182 7 1
238 181 7 1
247 179 7 1
239 177 7 1
243 176 7 1
232 165 6 1
233 164 6 1
231 162 6 1
232 161 6 1
232 158 6 1
190 165 5 0
189 163 5 0
191 161 5 0
188 159 5 0
191 158 5 0
285 161 4 0
284 160 4 0
286 159 4 0
287 156 4 0
288 155 4 0
330 103 3 0
330 101 3 0
332 99 3 0
329 99 3 0
337 98 3 0
119 93 2 0
122 91 2 0
121 91 2 0
121 87 2 0
119 86 2 0
197 64 1 0
198 62 1 0
201 59 1 0
196 58 1 0
201 57 1 0
