486 408 341
261 228 -1 0
264 227 -1 0
263 227 -1 0
262 227 -1 0
261 227 -1 0
260 227 -1 0
259 227 -1 0
258 227 -1 0
265 226 -1 0
264 226 -1 0
263 226 -1 0
262 226 -1 0
261 226 -1 0
260 226 -1 0
259 226 -1 0
258 226 -1 0
257 226 -1 0
265 225 -1 0
264 225 -1 0
263 225 -1 0
262 225 -1 0
261 225 -1 0
260 225 -1 0
259 225 -1 0
258 225 -1 0
257 225 -1 0
265 224 -1 0
264 224 -1 0
263 224 -1 0
262 224 -1 0
261 224 -1 0
260 224 -1 0
259 224 -1 0
258 224 -1 0
257 224 -1 0
266 223 -1 0
265 223 -1 0
264 223 -1 0
263 223 -1 0
262 223 -1 0
261 223 -1 0
260 223 -1 0
259 223 -1 0
258 223 -1 0
257 223 -1 0
256 223 -1 0
265 222 -1 0
264 222 -1 0
263 222 -1 0
262 222 -1 0
261 222 -1 0
260 222 -1 0
259 222 -1 0
258 222 -1 0
257 222 -1 0
265 221 -1 0
264 221 -1 0
263 221 -1 0
262 221 -1 0
261 221 -1 0
260 221 -1 0
259 221 -1 0
258 221 -1 0
257 221 -1 0
265 220 -1 0
264 220 -1 0
263 220 -1 0
262 220 -1 0
261 220 -1 0
260 220 -1 0
259 220 -1 0
258 220 -1 0
257 220 -1 0
264 219 -1 0
263 219 -1 0
262 219 -1 0
261 219 -1 0
260 219 -1 0
259 219 -1 0
258 219 -1 0
261 218 -1 0
206 194 -1 1
209 193 -1 1
208 193 -1 1
207 193 -1 1
206 193 -1 1
205 193 -1 1
204 193 -1 1
203 193 -1 1
210 192 -1 1
209 192 -1 1
208 192 -1 1
207 192 -1 1
206 192 -1 1
205 192 -1 1
204 192 -1 1
203 192 -1 1
202 192 -1 1
210 191 -1 1
209 191 -1 1
208 191 -1 1
207 191 -1 1
206 191 -1 1
205 191 -1 1
204 191 -1 1
203 191 -1 1
202 191 -1 1
210 190 -1 1
209 190 -1 1
208 190 -1 1
207 190 -1 1
206 190 -1 1
205 190 -1 1
204 190 -1 1
203 190 -1 1
202 190 -1 1
211 189 -1 1
210 189 -1 1
209 189 -1 1
208 189 -1 1
207 189 -1 1
206 189 -1 1
205 189 -1 1
204 189 -1 1
203 189 -1 1
202 189 -1 1
201 189 -1 1
210 188 -1 1
209 188 -1 1
208 188 -1 1
207 188 -1 1
206 188 -1 1
205 188 -1 1
204 188 -1 1
203 188 -1 1
202 188 -1 1
210 187 -1 1
209 187 -1 1
208 187 -1 1
207 187 -1 1
206 187 -1 1
205 187 -1 1
204 187 -1 1
203 187 -1 1
202 187 -1 1
210 186 -1 1
209 186 -1 1
208 186 -1 1
207 186 -1 1
206 186 -1 1
205 186 -1 1
204 186 -1 1
203 186 -1 1
202 186 -1 1
209 185 -1 1
208 185 -1 1
207 185 -1 1
206 185 -1 1
205 185 -1 1
204 185 -1 1
203 185 -1 1
206 184 -1 1
251 183 -1 1
254 182 -1 1
253 182 -1 1
252 182 -1 1
251 182 -1 1
250 182 -1 1
249 182 -1 1
248 182 -1 1
255 181 -1 1
254 181 -1 1
253 181 -1 1
252 181 -1 1
251 181 -1 1
250 181 -1 1
249 181 -1 1
248 181 -1 1
247 181 -1 1
255 180 -1 1
254 180 -1 1
253 180 -1 1
252 180 -1 1
251 180 -1 1
250 180 -1 1
249 180 -1 1
248 180 -1 1
247 180 -1 1
255 179 -1 1
254 179 -1 1
253 179 -1 1
252 179 -1 1
251 179 -1 1
250 179 -1 1
249 179 -1 1
248 179 -1 1
247 179 -1 1
256 178 -1 1
255 178 -1 1
254 178 -1 1
253 178 -1 1
252 178 -1 1
251 178 -1 1
250 178 -1 1
249 178 -1 1
248 178 -1 1
247 178 -1 1
246 178 -1 1
255 177 -1 1
254 177 -1 1
253 177 -1 1
252 177 -1 1
251 177 -1 1
250 177 -1 1
249 177 -1 1
248 177 -1 1
247 177 -1 1
255 176 -1 1
254 176 -1 1
253 176 -1 1
252 176 -1 1
251 176 -1 1
250 176 -1 1
249 176 -1 1
248 176 -1 1
247 176 -1 1
255 175 -1 1
254 175 -1 1
253 175 -1 1
252 175 -1 1
251 175 -1 1
250 175 -1 1
249 175 -1 1
248 175 -1 1
247 175 -1 1
254 174 -1 1
253 174 -1 1
252 174 -1 1
251 174 -1 1
250 174 -1 1
249 174 -1 1
248 174 -1 1
251 173 -1 1
271 152 -1 1
274 151 -1 1
273 151 -1 1
272 151 -1 1
271 151 -1 1
270 151 -1 1
269 151 -1 1
268 151 -1 1
275 150 -1 1
274 150 -1 1
273 150 -1 1
272 150 -1 1
271 150 -1 1
270 150 -1 1
269 150 -1 1
268 150 -1 1
267 150 -1 1
275 149 -1 1
274 149 -1 1
273 149 -1 1
272 149 -1 1
271 149 -1 1
270 149 -1 1
269 149 -1 1
268 149 -1 1
267 149 -1 1
275 148 -1 1
274 148 -1 1
273 148 -1 1
272 148 -1 1
271 148 -1 1
270 148 -1 1
269 148 -1 1
268 148 -1 1
267 148 -1 1
276 147 -1 1
275 147 -1 1
274 147 -1 1
273 147 -1 1
272 147 -1 1
271 147 -1 1
270 147 -1 1
269 147 -1 1
268 147 -1 1
267 147 -1 1
266 147 -1 1
275 146 -1 1
274 146 -1 1
273 146 -1 1
272 146 -1 1
271 146 -1 1
270 146 -1 1
269 146 -1 1
268 146 -1 1
267 146 -1 1
275 145 -1 1
274 145 -1 1
273 145 -1 1
272 145 -1 1
271 145 -1 1
270 145 -1 1
269 145 -1 1
268 145 -1 1
267 145 -1 1
275 144 -1 1
274 144 -1 1
273 144 -1 1
272 144 -1 1
271 144 -1 1
270 144 -1 1
269 144 -1 1
268 144 -1 1
267 144 -1 1
274 143 -1 1
273 143 -1 1
272 143 -1 1
271 143 -1 1
270 143 -1 1
269 143 -1 1
268 143 -1 1
271 142 -1 1
203 142 -1 0
206 141 -1 0
205 141 -1 0
204 141 -1 0
203 141 -1 0
202 141 -1 0
201 141 -1 0
200 141 -1 0
207 140 -1 0
206 140 -1 0
205 140 -1 0
204 140 -1 0
203 140 -1 0
202 140 -1 0
201 140 -1 0
200 140 -1 0
199 140 -1 0
207 139 -1 0
206 139 -1 0
205 139 -1 0
204 139 -1 0
203 139 -1 0
202 139 -1 0
201 139 -1 0
200 139 -1 0
199 139 -1 0
207 138 -1 0
206 138 -1 0
205 138 -1 0
204 138 -1 0
203 138 -1 0
202 138 -1 0
201 138 -1 0
200 138 -1 0
199 138 -1 0
208 137 -1 0
207 137 -1 0
206 137 -1 0
205 137 -1 0
204 137 -1 0
203 137 -1 0
202 137 -1 0
201 137 -1 0
200 137 -1 0
199 137 -1 0
198 137 -1 0
207 136 -1 0
206 136 -1 0
205 136 -1 0
204 136 -1 0
203 136 -1 0
202 136 -1 0
201 136 -1 0
200 136 -1 0
199 136 -1 0
207 135 -1 0
206 135 -1 0
205 135 -1 0
204 135 -1 0
203 135 -1 0
202 135 -1 0
201 135 -1 0
200 135 -1 0
199 135 -1 0
207 134 -1 0
206 134 -1 0
205 134 -1 0
204 134 -1 0
203 134 -1 0
202 134 -1 0
201 134 -1 0
200 134 -1 0
199 134 -1 0
206 133 -1 0
205 133 -1 0
204 133 -1 0
203 133 -1 0
202 133 -1 0
201 133 -1 0
200 133 -1 0
203 132 -1 0
312 127 -1 0
315 126 -1 0
314 126 -1 0
313 126 -1 0
312 126 -1 0
311 126 -1 0
310 126 -1 0
309 126 -1 0
316 125 -1 0
315 125 -1 0
314 125 -1 0
313 125 -1 0
312 125 -1 0
311 125 -1 0
310 125 -1 0
309 125 -1 0
308 125 -1 0
316 124 -1 0
315 124 -1 0
314 124 -1 0
313 124 -1 0
312 124 -1 0
311 124 -1 0
310 124 -1 0
309 124 -1 0
308 124 -1 0
316 123 -1 0
315 123 -1 0
314 123 -1 0
313 123 -1 0
312 123 -1 0
