9520 408 341
233 323 -1 0
232 323 -1 0
231 323 -1 0
222 323 -1 0
220 323 -1 0
210 323 -1 0
208 323 -1 0
239 322 -1 0
238 322 -1 0
237 322 -1 0
236 322 -1 0
235 322 -1 0
234 322 -1 0
233 322 -1 0
232 322 -1 0
231 322 -1 0
230 322 -1 0
229 322 -1 0
228 322 -1 0
225 322 -1 0
224 322 -1 0
223 322 -1 0
222 322 -1 0
221 322 -1 0
220 322 -1 0
219 322 -1 0
218 322 -1 0
217 322 -1 0
213 322 -1 0
212 322 -1 0
211 322 -1 0
210 322 -1 0
209 322 -1 0
208 322 -1 0
207 322 -1 0
206 322 -1 0
205 322 -1 0
194 322 -1 0
192 322 -1 0
242 321 -1 0
241 321 -1 0
240 321 -1 0
239 321 -1 0
238 321 -1 0
237 321 -1 0
236 321 -1 0
235 321 -1 0
234 321 -1 0
233 321 -1 0
232 321 -1 0
231 321 -1 0
230 321 -1 0
229 321 -1 0
228 321 -1 0
227 321 -1 0
226 321 -1 0
225 321 -1 0
224 321 -1 0
223 321 -1 0
222 321 -1 0
221 321 -1 0
220 321 -1 0
219 321 -1 0
218 321 -1 0
217 321 -1 0
216 321 -1 0
214 321 -1 0
213 321 -1 0
212 321 -1 0
211 321 -1 0
210 321 -1 0
209 321 -1 0
208 321 -1 0
207 321 -1 0
206 321 -1 0
205 321 -1 0
204 321 -1 0
197 321 -1 0
196 321 -1 0
195 321 -1 0
194 321 -1 0
193 321 -1 0
192 321 -1 0
191 321 -1 0
190 321 -1 0
189 321 -1 0
177 321 -1 0
176 321 -1 0
250 320 -1 0
247 320 -1 0
246 320 -1 0
245 320 -1 0
244 320 -1 0
243 320 -1 0
242 320 -1 0
241 320 -1 0
240 320 -1 0
239 320 -1 0
238 320 -1 0
237 320 -1 0
236 320 -1 0
235 320 -1 0
234 320 -1 0
233 320 -1 0
232 320 -1 0
231 320 -1 0
230 320 -1 0
229 320 -1 0
228 320 -1 0
227 320 -1 0
226 320 -1 0
225 320 -1 0
224 320 -1 0
223 320 -1 0
222 320 -1 0
221 320 -1 0
220 320 -1 0
219 320 -1 0
218 320 -1 0
217 320 -1 0
216 320 -1 0
214 320 -1 0
213 320 -1 0
212 320 -1 0
211 320 -1 0
210 320 -1 0
209 320 -1 0
208 320 -1 0
207 320 -1 0
206 320 -1 0
205 320 -1 0
204 320 -1 0
198 320 -1 0
197 320 -1 0
196 320 -1 0
195 320 -1 0
194 320 -1 0
193 320 -1 0
192 320 -1 0
191 320 -1 0
190 320 -1 0
189 320 -1 0
188 320 -1 0
180 320 -1 0
179 320 -1 0
178 320 -1 0
177 320 -1 0
176 320 -1 0
175 320 -1 0
174 320 -1 0
173 320 -1 0
254 319 -1 0
253 319 -1 0
252 319 -1 0
251 319 -1 0
250 319 -1 0
249 319 -1 0
