10757 408 341
189 310 -1 0
186 310 -1 0
184 310 -1 0
176 310 -1 0
174 310 -1 0
173 310 -1 0
172 310 -1 0
171 310 -1 0
170 310 -1 0
168 310 -1 0
167 310 -1 0
165 310 -1 0
263 309 -1 0
258 309 -1 0
192 309 -1 0
191 309 -1 0
190 309 -1 0
189 309 -1 0
188 309 -1 0
187 309 -1 0
186 309 -1 0
185 309 -1 0
184 309 -1 0
183 309 -1 0
182 309 -1 0
181 309 -1 0
179 309 -1 0
178 309 -1 0
177 309 -1 0
176 309 -1 0
175 309 -1 0
174 309 -1 0
173 309 -1 0
172 309 -1 0
171 309 -1 0
170 309 -1 0
169 309 -1 0
168 309 -1 0
167 309 -1 0
166 309 -1 0
165 309 -1 0
164 309 -1 0
163 309 -1 0
162 309 -1 0
266 308 -1 0
265 308 -1 0
264 308 -1 0
263 308 -1 0
262 308 -1 0
261 308 -1 0
260 308 -1 0
259 308 -1 0
258 308 -1 0
257 308 -1 0
256 308 -1 0
255 308 -1 0
193 308 -1 0
192 308 -1 0
191 308 -1 0
190 308 -1 0
189 308 -1 0
188 308 -1 0
187 308 -1 0
186 308 -1 0
185 308 -1 0
184 308 -1 0
183 308 -1 0
182 308 -1 0
181 308 -1 0
180 308 -1 0
179 308 -1 0
178 308 -1 0
177 308 -1 0
176 308 -1 0
175 308 -1 0
174 308 -1 0
173 308 -1 0
172 308 -1 0
171 308 -1 0
170 308 -1 0
169 308 -1 0
168 308 -1 0
167 308 -1 0
166 308 -1 0
165 308 -1 0
164 308 -1 0
163 308 -1 0
162 308 -1 0
161 308 -1 0
108 308 -1 0
107 308 -1 0
101 308 -1 0
96 308 -1 0
272 307 -1 0
271 307 -1 0
267 307 -1 0
266 307 -1 0
265 307 -1 0
264 307 -1 0
263 307 -1 0
262 307 -1 0
261 307 -1 0
260 307 -1 0
259 307 -1 0
258 307 -1 0
257 307 -1 0
256 307 -1 0
255 307 -1 0
254 307 -1 0
193 307 -1 0
192 307 -1 0
191 307 -1 0
190 307 -1 0
189 307 -1 0
188 307 -1 0
187 307 -1 0
186 307 -1 0
185 307 -1 0
184 307 -1 0
183 307 -1 0
182 307 -1 0
181 307 -1 0
180 307 -1 0
179 307 -1 0
178 307 -1 0
177 307 -1 0
176 307 -1 0
175 307 -1 0
174 307 -1 0
173 307 -1 0
172 307 -1 0
171 307 -1 0
170 307 -1 0
169 307 -1 0
168 307 -1 0
167 307 -1 0
166 307 -1 0
165 307 -1 0
164 307 -1 0
163 307 -1 0
162 307 -1 0
161 307 -1 0
111 307 -1 0
110 307 -1 0
109 307 -1 0
108 307 -1 0
107 307 -1 0
106 307 -1 0
105 307 -1 0
104 307 -1 0
103 307 -1 0
102 307 -1 0
101 307 -1 0
100 307 -1 0
99 307 -1 0
98 307 -1 0
97 307 -1 0
96 307 -1 0
95 307 -1 0
94 307 -1 0
93 307 -1 0
92 307 -1 0
91 307 -1 0
90 307 -1 0
88 307 -1 0
275 306 -1 0
274 306 -1 0
273 306 -1 0
272 306 -1 0
271 306 -1 0
270 306 -1 0
269 306 -1 0
268 306 -1 0
267 306 -1 0
266 306 -1 0
265 306 -1 0
264 306 -1 0
263 306 -1 0
262 306 -1 0
261 306 -1 0
260 306 -1 0
259 306 -1 0
258 306 -1 0
257 306 -1 0
256 306 -1 0
255 306 -1 0
254 306 -1 0
193 306 -1 0
192 306 -1 0
191 306 -1 0
190 306 -1 0
189 306 -1 0
188 306 -1 0
187 306 -1 0
186 306 -1 0
185 306 -1 0
184 306 -1 0
183 306 -1 0
182 306 -1 0
181 306 -1 0
180 306 -1 0
179 306 -1 0
178 306 -1 0
177 306 -1 0
176 306 -1 0
175 306 -1 0
174 306 -1 0
173 306 -1 0
172 306 -1 0
171 306 -1 0
170 306 -1 0
169 306 -1 0
168 306 -1 0
167 306 -1 0
166 306 -1 0
165 306 -1 0
164 306 -1 0
163 306 -1 0
162 306 -1 0
161 306 -1 0
112 306 -1 0
111 306 -1 0
110 306 -1 0
109 306 -1 0
108 306 -1 0
107 306 -1 0
106 306 -1 0
105 306 -1 0
104 306 -1 0
103 306 -1 0
102 306 -1 0
101 306 -1 0
100 306 -1 0
99 306 -1 0
98 306 -1 0
97 306 -1 0
96 306 -1 0
95 306 -1 0
94 306 -1 0
93 306 -1 0
92 306 -1 0
91 306 -1 0
90 306 -1 0
89 306 -1 0
88 306 -1 0
87 306 -1 0
86 306 -1 0
85 306 -1 0
276 305 -1 0
275 305 -1 0
274 305 -1 0
273 305 -1 0
272 305 -1 0
271 305 -1 0
270 305 -1 0
269 305 -1 0
268 305 -1 0
267 305 -1 0
266 305 -1 0
265 305 -1 0
264 305 -1 0
263 305 -1 0
262 305 -1 0
261 305 -1 0
260 305 -1 0
259 305 -1 0
258 305 -1 0
257 305 -1 0
256 305 -1 0
255 305 -1 0
254 305 -1 0
194 305 -1 0
193 305 -1 0
192 305 -1 0
191 305 -1 0
190 305 -1 0
189 305 -1 0
188 305 -1 0
187 305 -1 0
186 305 -1 0
185 305 -1 0
184 305 -1 0
183 305 -1 0
182 305 -1 0
181 305 -1 0
180 305 -1 0
179 305 -1 0
178 305 -1 0
177 305 -1 0
176 305 -1 0
175 305 -1 0
174 305 -1 0
173 305 -1 0
172 305 -1 0
171 305 -1 0
170 305 -1 0
169 305 -1 0
168 305 -1 0
167 305 -1 0
166 305 -1 0
165 305 -1 0
164 305 -1 0
163 305 -1 0
162 305 -1 0
161 305 -1 0
160 305 -1 0
112 305 -1 0
