12089 408 341
273 326 -1 0
260 326 -1 0
278 325 -1 0
277 325 -1 0
276 325 -1 0
275 325 -1 0
274 325 -1 0
273 325 -1 0
272 325 -1 0
271 325 -1 0
270 325 -1 0
263 325 -1 0
262 325 -1 0
261 325 -1 0
260 325 -1 0
259 325 -1 0
258 325 -1 0
257 325 -1 0
281 324 -1 0
280 324 -1 0
279 324 -1 0
278 324 -1 0
277 324 -1 0
276 324 -1 0
275 324 -1 0
274 324 -1 0
273 324 -1 0
272 324 -1 0
271 324 -1 0
270 324 -1 0
269 324 -1 0
264 324 -1 0
263 324 -1 0
262 324 -1 0
261 324 -1 0
260 324 -1 0
259 324 -1 0
258 324 -1 0
257 324 -1 0
256 324 -1 0
285 323 -1 0
282 323 -1 0
281 323 -1 0
280 323 -1 0
279 323 -1 0
278 323 -1 0
277 323 -1 0
276 323 -1 0
275 323 -1 0
274 323 -1 0
273 323 -1 0
272 323 -1 0
271 323 -1 0
270 323 -1 0
269 323 -1 0
264 323 -1 0
263 323 -1 0
262 323 -1 0
261 323 -1 0
260 323 -1 0
259 323 -1 0
258 323 -1 0
257 323 -1 0
256 323 -1 0
245 323 -1 0
288 322 -1 0
287 322 -1 0
286 322 -1 0
285 322 -1 0
284 322 -1 0
283 322 -1 0
282 322 -1 0
281 322 -1 0
280 322 -1 0
279 322 -1 0
278 322 -1 0
277 322 -1 0
276 322 -1 0
275 322 -1 0
274 322 -1 0
273 322 -1 0
272 322 -1 0
271 322 -1 0
270 322 -1 0
269 322 -1 0
264 322 -1 0
263 322 -1 0
262 322 -1 0
261 322 -1 0
260 322 -1 0
259 322 -1 0
258 322 -1 0
257 322 -1 0
256 322 -1 0
248 322 -1 0
247 322 -1 0
246 322 -1 0
245 322 -1 0
244 322 -1 0
243 322 -1 0
242 322 -1 0
289 321 -1 0
288 321 -1 0
287 321 -1 0
286 321 -1 0
285 321 -1 0
284 321 -1 0
283 321 -1 0
282 321 -1 0
281 321 -1 0
280 321 -1 0
279 321 -1 0
278 321 -1 0
277 321 -1 0
276 321 -1 0
275 321 -1 0
274 321 -1 0
273 321 -1 0
272 321 -1 0
271 321 -1 0
270 321 -1 0
269 321 -1 0
268 321 -1 0
265 321 -1 0
264 321 -1 0
263 321 -1 0
262 321 -1 0
261 321 -1 0
260 321 -1 0
259 321 -1 0
258 321 -1 0
257 321 -1 0
256 321 -1 0
255 321 -1 0
249 321 -1 0
248 321 -1 0
247 321 -1 0
246 321 -1 0
245 321 -1 0
244 321 -1 0
243 321 -1 0
242 321 -1 0
241 321 -1 0
289 320 -1 0
288 320 -1 0
287 320 -1 0
286 320 -1 0
285 320 -1 0
284 320 -1 0
283 320 -1 0
282 320 -1 0
281 320 -1 0
280 320 -1 0
279 320 -1 0
278 320 -1 0
277 320 -1 0
276 320 -1 0
275 320 -1 0
274 320 -1 0
273 320 -1 0
272 320 -1 0
271 320 -1 0
270 320 -1 0
269 320 -1 0
264 320 -1 0
263 320 -1 0
262 320 -1 0
261 320 -1 0
260 320 -1 0
259 320 -1 0
258 320 -1 0
257 320 -1 0
256 320 -1 0
249 320 -1 0
248 320 -1 0
247 320 -1 0
246 320 -1 0
245 320 -1 0
244 320 -1 0
243 320 -1 0
242 320 -1 0
241 320 -1 0
233 320 -1 0
289 319 -1 0
288 319 -1 0
287 319 -1 0
286 319 -1 0
285 319 -1 0
284 319 -1 0
283 319 -1 0
282 319 -1 0
281 319 -1 0
280 319 -1 0
279 319 -1 0
278 319 -1 0
277 319 -1 0
276 319 -1 0
275 319 -1 0
274 319 -1 0
273 319 -1 0
272 319 -1 0
271 319 -1 0
270 319 -1 0
269 319 -1 0
264 319 -1 0
263 319 -1 0
262 319 -1 0
261 319 -1 0
260 319 -1 0
259 319 -1 0
258 319 -1 0
257 319 -1 0
256 319 -1 0
249 319 -1 0
248 319 -1 0
247 319 -1 0
246 319 -1 0
245 319 -1 0
244 319 -1 0
243 319 -1 0
242 319 -1 0
241 319 -1 0
236 319 -1 0
235 319 -1 0
234 319 -1 0
233 319 -1 0
232 319 -1 0
231 319 -1 0
230 319 -1 0
296 318 -1 0
290 318 -1 0
289 318 -1 0
288 318 -1 0
287 318 -1 0
286 318 -1 0
285 318 -1 0
284 318 -1 0
283 318 -1 0
282 318 -1 0
281 318 -1 0
280 318 -1 0
279 318 -1 0
278 318 -1 0
277 318 -1 0
276 318 -1 0
275 318 -1 0
274 318 -1 0
273 318 -1 0
272 318 -1 0
271 318 -1 0
270 318 -1 0
269 318 -1 0
264 318 -1 0
263 318 -1 0
262 318 -1 0
261 318 -1 0
260 318 -1 0
259 318 -1 0
258 318 -1 0
257 318 -1 0
256 318 -1 0
250 318 -1 0
249 318 -1 0
248 318 -1 0
247 318 -1 0
246 318 -1 0
245 318 -1 0
244 318 -1 0
243 318 -1 0
242 318 -1 0
241 318 -1 0
240 318 -1 0
237 318 -1 0
236 318 -1 0
235 318 -1 0
234 318 -1 0
233 318 -1 0
232 318 -1 0
231 318 -1 0
230 318 -1 0
229 318 -1 0
213 318 -1 0
207 318 -1 0
205 318 -1 0
299 317 -1 0
298 317 -1 0
297 317 -1 0
296 317 -1 0
295 317 -1 0
294 317 -1 0
293 317 -1 0
289 317 -1 0
288 317 -1 0
287 317 -1 0
286 317 -1 0
285 317 -1 0
284 317 -1 0
283 317 -1 0
282 317 -1 0
281 317 -1 0
280 317 -1 0
279 317 -1 0
278 317 -1 0
277 317 -1 0
276 317 -1 0
275 317 -1 0
274 317 -1 0
273 317 -1 0
272 317 -1 0
271 317 -1 0
270 317 -1 0
263 317 -1 0
262 317 -1 0
261 317 -1 0
260 317 -1 0
259 317 -1 0
258 317 -1 0
257 317 -1 0
249 317 -1 0
248 317 -1 0
247 317 -1 0
246 317 -1 0
245 317 -1 0
244 317 -1 0
243 317 -1 0
242 317 -1 0
241 317 -1 0
237 317 -1 0
236 317 -1 0
235 317 -1 0
234 317 -1 0
233 317 -1 0
232 317 -1 0
231 317 -1 0
230 317 -1 0
229 317 -1 0
216 317 -1 0
