729 408 341
253 187 -1 0
256 186 -1 0
255 186 -1 0
254 186 -1 0
253 186 -1 0
252 186 -1 0
251 186 -1 0
250 186 -1 0
257 185 -1 0
256 185 -1 0
255 185 -1 0
254 185 -1 0
253 185 -1 0
252 185 -1 0
251 185 -1 0
250 185 -1 0
249 185 -1 0
257 184 -1 0
256 184 -1 0
255 184 -1 0
254 184 -1 0
253 184 -1 0
252 184 -1 0
251 184 -1 0
250 184 -1 0
249 184 -1 0
257 183 -1 0
256 183 -1 0
255 183 -1 0
254 183 -1 0
253 183 -1 0
252 183 -1 0
251 183 -1 0
250 183 -1 0
249 183 -1 0
258 182 -1 0
257 182 -1 0
256 182 -1 0
255 182 -1 0
254 182 -1 0
253 182 -1 0
252 182 -1 0
251 182 -1 0
250 182 -1 0
249 182 -1 0
248 182 -1 0
257 181 -1 0
256 181 -1 0
255 181 -1 0
254 181 -1 0
253 181 -1 0
252 181 -1 0
251 181 -1 0
250 181 -1 0
249 181 -1 0
257 180 -1 0
256 180 -1 0
255 180 -1 0
254 180 -1 0
253 180 -1 0
252 180 -1 0
251 180 -1 0
250 180 -1 0
249 180 -1 0
257 179 -1 0
256 179 -1 0
255 179 -1 0
254 179 -1 0
253 179 -1 0
252 179 -1 0
251 179 -1 0
250 179 -1 0
249 179 -1 0
256 178 -1 0
255 178 -1 0
254 178 -1 0
253 178 -1 0
252 178 -1 0
251 178 -1 0
250 178 -1 0
253 177 -1 0
121 176 -1 0
124 175 -1 0
123 175 -1 0
122 175 -1 0
121 175 -1 0
120 175 -1 0
119 175 -1 0
118 175 -1 0
125 174 -1 0
124 174 -1 0
123 174 -1 0
122 174 -1 0
121 174 -1 0
120 174 -1 0
119 174 -1 0
118 174 -1 0
117 174 -1 0
125 173 -1 0
124 173 -1 0
123 173 -1 0
122 173 -1 0
121 173 -1 0
120 173 -1 0
119 173 -1 0
118 173 -1 0
117 173 -1 0
195 172 -1 1
125 172 -1 0
124 172 -1 0
123 172 -1 0
122 172 -1 0
121 172 -1 0
120 172 -1 0
119 172 -1 0
118 172 -1 0
117 172 -1 0
198 171 -1 1
197 171 -1 1
196 171 -1 1
195 171 -1 1
194 171 -1 1
193 171 -1 1
192 171 -1 1
126 171 -1 0
125 171 -1 0
124 171 -1 0
123 171 -1 0
122 171 -1 0
121 171 -1 0
120 171 -1 0
119 171 -1 0
118 171 -1 0
117 171 -1 0
116 171 -1 0
199 170 -1 1
198 170 -1 1
197 170 -1 1
196 170 -1 1
195 170 -1 1
194 170 -1 1
193 170 -1 1
192 170 -1 1
191 170 -1 1
125 170 -1 0
124 170 -1 0
123 170 -1 0
122 170 -1 0
121 170 -1 0
120 170 -1 0
119 170 -1 0
118 170 -1 0
117 170 -1 0
199 169 -1 1
198 169 -1 1
197 169 -1 1
196 169 -1 1
195 169 -1 1
194 169 -1 1
193 169 -1 1
192 169 -1 1
191 169 -1 1
125 169 -1 0
124 169 -1 0
123 169 -1 0
122 169 -1 0
121 169 -1 0
120 169 -1 0
119 169 -1 0
118 169 -1 0
117 169 -1 0
199 168 -1 1
198 168 -1 1
197 168 -1 1
196 168 -1 1
195 168 -1 1
194 168 -1 1
193 168 -1 1
192 168 -1 1
191 168 -1 1
125 168 -1 0
124 168 -1 0
123 168 -1 0
122 168 -1 0
121 168 -1 0
120 168 -1 0
119 168 -1 0
118 168 -1 0
117 168 -1 0
200 167 -1 1
199 167 -1 1
198 167 -1 1
197 167 -1 1
196 167 -1 1
195 167 -1 1
194 167 -1 1
193 167 -1 1
192 167 -1 1
191 167 -1 1
190 167 -1 1
124 167 -1 0
123 167 -1 0
122 167 -1 0
121 167 -1 0
120 167 -1 0
119 167 -1 0
118 167 -1 0
199 166 -1 1
198 166 -1 1
197 166 -1 1
196 166 -1 1
195 166 -1 1
194 166 -1 1
193 166 -1 1
192 166 -1 1
191 166 -1 1
121 166 -1 0
199 165 -1 1
198 165 -1 1
197 165 -1 1
196 165 -1 1
195 165 -1 1
194 165 -1 1
193 165 -1 1
192 165 -1 1
191 165 -1 1
199 164 -1 1
198 164 -1 1
197 164 -1 1
196 164 -1 1
195 164 -1 1
194 164 -1 1
193 164 -1 1
192 164 -1 1
191 164 -1 1
198 163 -1 1
197 163 -1 1
196 163 -1 1
195 163 -1 1
194 163 -1 1
193 163 -1 1
192 163 -1 1
195 162 -1 1
222 159 -1 1
225 158 -1 1
224 158 -1 1
223 158 -1 1
222 158 -1 1
221 158 -1 1
220 158 -1 1
219 158 -1 1
226 157 -1 1
225 157 -1 1
224 157 -1 1
223 157 -1 1
222 157 -1 1
221 157 -1 1
220 157 -1 1
219 157 -1 1
218 157 -1 1
226 156 -1 1
225 156 -1 1
224 156 -1 1
223 156 -1 1
222 156 -1 1
221 156 -1 1
220 156 -1 1
219 156 -1 1
218 156 -1 1
226 155 -1 1
225 155 -1 1
224 155 -1 1
223 155 -1 1
222 155 -1 1
221 155 -1 1
220 155 -1 1
219 155 -1 1
218 155 -1 1
227 154 -1 1
226 154 -1 1
225 154 -1 1
224 154 -1 1
223 154 -1 1
222 154 -1 1
221 154 -1 1
220 154 -1 1
219 154 -1 1
218 154 -1 1
217 154 -1 1
226 153 -1 1
225 153 -1 1
224 153 -1 1
223 153 -1 1
222 153 -1 1
221 153 -1 1
220 153 -1 1
219 153 -1 1
218 153 -1 1
226 152 -1 1
225 152 -1 1
224 152 -1 1
223 152 -1 1
222 152 -1 1
221 152 -1 1
220 152 -1 1
219 152 -1 1
218 152 -1 1
226 151 -1 1
225 151 -1 1
224 151 -1 1
223 151 -1 1
222 151 -1 1
221 151 -1 1
220 151 -1 1
219 151 -1 1
218 151 -1 1
225 150 -1 1
224 150 -1 1
223 150 -1 1
222 150 -1 1
221 150 -1 1
220 150 -1 1
219 150 -1 1
222 149 -1 1
224 134 -1 1
227 133 -1 1
226 133 -1 1
225 133 -1 1
224 133 -1 1
223 133 -1 1
222 133 -1 1
221 133 -1 1
228 132 -1 1
227 132 -1 1
226 132 -1 1
225 132 -1 1
224 132 -1 1
223 132 -1 1
222 132 -1 1
221 132 -1 1
220 132 -1 1
228 131 -1 1
227 131 -1 1
226 131 -1 1
225 131 -1 1
224 131 -1 1
223 131 -1 1
222 131 -1 1
221 131 -1 1
220 131 -1 1
228 130 -1 1
227 130 -1 1
226 130 -1 1
225 130 -1 1
224 130 -1 1
223 130 -1 1
222 130 -1 1
221 130 -1 1
220 130 -1 1
229 129 -1 1
228 129 -1 1
227 129 -1 1
226 129 -1 1
225 129 -1 1
224 129 -1 1
223 129 -1 1
222 129 -1 1
221 129 -1 1
220 129 -1 1
219 129 -1 1
167 129 -1 0
228 128 -1 1
227 128 -1 1
226 128 -1 1
225 128 -1 1
224 128 -1 1
223 128 -1 1
222 128 -1 1
221 128 -1 1
220 128 -1 1
170 128 -1 0
169 128 -1 0
168 128 -1 0
167 128 -1 0
166 128 -1 0
165 128 -1 0
164 128 -1 0
228 127 -1 1
227 127 -1 1
226 127 -1 1
225 127 -1 1
224 127 -1 1
223 127 -1 1
222 127 -1 1
221 127 -1 1
220 127 -1 1
171 127 -1 0
170 127 -1 0
169 127 -1 0
168 127 -1 0
167 127 -1 0
166 127 -1 0
165 127 -1 0
164 127 -1 0
163 127 -1 0
228 126 -1 1
227 126 -1 1
226 126 -1 1
225 126 -1 1
224 126 -1 1
223 126 -1 1
222 126 -1 1
221 126 -1 1
220 126 -1 1
171 126 -1 0
170 126 -1 0
169 126 -1 0
168 126 -1 0
167 126 -1 0
166 126 -1 0
165 126 -1 0
164 126 -1 0
163 126 -1 0
227 125 -1 1
226 125 -1 1
225 125 -1 1
224 125 -1 1
223 125 -1 1
222 125 -1 1
221 125 -1 1
171 125 -1 0
170 125 -1 0
169 125 -1 0
168 125 -1 0
167 125 -1 0
166 125 -1 0
165 125 -1 0
164 125 -1 0
163 125 -1 0
224 124 -1 1
172 124 -1 0
171 124 -1 0
170 124 -1 0
169 124 -1 0
168 124 -1 0
167 124 -1 0
166 124 -1 0
165 124 -1 0
164 124 -1 0
163 124 -1 0
162 124 -1 0
171 123 -1 0
170 123 -1 0
169 123 -1 0
168 123 -1 0
167 123 -1 0
166 123 -1 0
165 123 -1 0
164 123 -1 0
163 123 -1 0
171 122 -1 0
170 122 -1 0
169 122 -1 0
168 122 -1 0
167 122 -1 0
166 122 -1 0
165 122 -1 0
164 122 -1 0
163 122 -1 0
171 121 -1 0
170 121 -1 0
169 121 -1 0
168 121 -1 0
167 121 -1 0
166 121 -1 0
165 121 -1 0
164 121 -1 0
163 121 -1 0
170 120 -1 0
169 120 -1 0
168 120 -1 0
167 120 -1 0
166 120 -1 0
165 120 -1 0
164 120 -1 0
167 119 -1 0
351 95 -1 0
354 94 -1 0
353 94 -1 0
352 94 -1 0
351 94 -1 0
350 94 -1 0
349 94 -1 0
348 94 -1 0
355 93 -1 0
354 93 -1 0
353 93 -1 0
352 93 -1 0
351 93 -1 0
350 93 -1 0
349 93 -1 0
348 93 -1 0
347 93 -1 0
251 93 -1 0
355 92 -1 0
354 92 -1 0
353 92 -1 0
352 92 -1 0
351 92 -1 0
350 92 -1 0
349 92 -1 0
348 92 -1 0
347 92 -1 0
254 92 -1 0
253 92 -1 0
252 92 -1 0
251 92 -1 0
250 92 -1 0
249 92 -1 0
248 92 -1 0
